prev_position = 50, move = -40, position = 10, zero_count = 0
prev_position = -84, move = -90, position = -74, zero_count = 4468
prev_position = -74, move = 38, position = -36, zero_count = 4468
prev_position = -36, move = 41, position = 5, zero_count = 4469
prev_position = 5, move = -5, position = 0, zero_count = 4470
prev_position = 0, move = -89, position = -89, zero_count = 4470
prev_position = -89, move = -340, position = -29, zero_count = 4474
prev_position = -29, move = -270, position = -99, zero_count = 4476
prev_position = -99, move = -72, position = -71, zero_count = 4477
prev_position = -71, move = 71, position = 0, zero_count = 4478
prev_position = 0, move = -90, position = -90, zero_count = 4478
prev_position = -90, move = 11, position = -79, zero_count = 4478
prev_position = -79, move = -47, position = -26, zero_count = 4479
prev_position = -26, move = -74, position = 0, zero_count = 4480
prev_position = 0, move = 812, position = 12, zero_count = 4488
prev_position = 12, move = 45, position = 57, zero_count = 4488
prev_position = 57, move = -57, position = 0, zero_count = 4489
prev_position = 0, move = 35, position = 35, zero_count = 4489
prev_position = 35, move = -864, position = -29, zero_count = 4498
prev_position = -29, move = -66, position = -95, zero_count = 4498
prev_position = -95, move = 313, position = 18, zero_count = 4501
prev_position = 18, move = 204, position = 22, zero_count = 4503
prev_position = 22, move = 56, position = 78, zero_count = 4503
prev_position = 78, move = -78, position = 0, zero_count = 4504
prev_position = 0, move = 29, position = 29, zero_count = 4504
prev_position = 29, move = 435, position = 64, zero_count = 4508
prev_position = 64, move = -64, position = 0, zero_count = 4509
prev_position = 0, move = 34, position = 34, zero_count = 4509
prev_position = 34, move = -34, position = 0, zero_count = 4510
prev_position = 0, move = -78, position = -78, zero_count = 4510
prev_position = -78, move = 58, position = -20, zero_count = 4510
prev_position = -20, move = -80, position = 0, zero_count = 4511
prev_position = 0, move = -679, position = -79, zero_count = 4517
prev_position = -79, move = -14, position = -93, zero_count = 4517
prev_position = -93, move = 93, position = 0, zero_count = 4518
prev_position = 0, move = 290, position = 90, zero_count = 4520
prev_position = 90, move = -90, position = 0, zero_count = 4521
prev_position = 0, move = 7, position = 7, zero_count = 4521
prev_position = 7, move = 93, position = 0, zero_count = 4522
prev_position = 0, move = 2, position = 2, zero_count = 4522
prev_position = 2, move = 298, position = 0, zero_count = 4525
prev_position = 0, move = -17, position = -17, zero_count = 4525
prev_position = -17, move = -169, position = -86, zero_count = 4526
prev_position = -86, move = 36, position = -50, zero_count = 4526
prev_position = -50, move = 750, position = 0, zero_count = 4533
prev_position = 0, move = 38, position = 38, zero_count = 4533
prev_position = 38, move = 407, position = 45, zero_count = 4537
prev_position = 45, move = 76, position = 21, zero_count = 4538
prev_position = 21, move = 7, position = 28, zero_count = 4538
prev_position = 28, move = -807, position = -79, zero_count = 4546
prev_position = -79, move = -512, position = -91, zero_count = 4551
prev_position = -91, move = 79, position = -12, zero_count = 4551
prev_position = -12, move = -25, position = -37, zero_count = 4551
prev_position = -37, move = 37, position = 0, zero_count = 4552
prev_position = 0, move = 206, position = 6, zero_count = 4554
prev_position = 6, move = 74, position = 80, zero_count = 4554
prev_position = 80, move = -80, position = 0, zero_count = 4555
prev_position = 0, move = 590, position = 90, zero_count = 4560
prev_position = 90, move = -5, position = 85, zero_count = 4560
prev_position = 85, move = 21, position = 6, zero_count = 4561
prev_position = 6, move = 99, position = 5, zero_count = 4562
prev_position = 5, move = -20, position = -15, zero_count = 4563
prev_position = -15, move = 78, position = 63, zero_count = 4564
prev_position = 63, move = -45, position = 18, zero_count = 4564
prev_position = 18, move = -44, position = -26, zero_count = 4565
prev_position = -26, move = 58, position = 32, zero_count = 4566
prev_position = 32, move = 70, position = 2, zero_count = 4567
prev_position = 2, move = 98, position = 0, zero_count = 4568
prev_position = 0, move = -56, position = -56, zero_count = 4568
prev_position = -56, move = 17, position = -39, zero_count = 4568
prev_position = -39, move = -61, position = 0, zero_count = 4569
prev_position = 0, move = 961, position = 61, zero_count = 4578
prev_position = 61, move = -56, position = 5, zero_count = 4578
prev_position = 5, move = 711, position = 16, zero_count = 4585
prev_position = 16, move = -76, position = -60, zero_count = 4586
prev_position = -60, move = 60, position = 0, zero_count = 4587
prev_position = 0, move = 91, position = 91, zero_count = 4587
prev_position = 91, move = 4, position = 95, zero_count = 4587
prev_position = 95, move = -43, position = 52, zero_count = 4587
prev_position = 52, move = -30, position = 22, zero_count = 4587
prev_position = 22, move = 65, position = 87, zero_count = 4587
prev_position = 87, move = 74, position = 61, zero_count = 4588
prev_position = 61, move = 46, position = 7, zero_count = 4589
prev_position = 7, move = -25, position = -18, zero_count = 4590
prev_position = -18, move = -493, position = -11, zero_count = 4595
prev_position = -11, move = -89, position = 0, zero_count = 4596
prev_position = 0, move = 85, position = 85, zero_count = 4596
prev_position = 85, move = 15, position = 0, zero_count = 4597
prev_position = 0, move = -56, position = -56, zero_count = 4597
prev_position = -56, move = 656, position = 0, zero_count = 4603
prev_position = 0, move = 47, position = 47, zero_count = 4603
prev_position = 47, move = -67, position = -20, zero_count = 4604
prev_position = -20, move = 48, position = 28, zero_count = 4605
prev_position = 28, move = 1, position = 29, zero_count = 4605
prev_position = 29, move = 243, position = 72, zero_count = 4607
prev_position = 72, move = 28, position = 0, zero_count = 4608
prev_position = 0, move = -34, position = -34, zero_count = 4608
prev_position = -34, move = -266, position = 0, zero_count = 4611
prev_position = 0, move = 760, position = 60, zero_count = 4618
prev_position = 60, move = 840, position = 0, zero_count = 4627
prev_position = 0, move = 27, position = 27, zero_count = 4627
prev_position = 27, move = 73, position = 0, zero_count = 4628
prev_position = 0, move = -87, position = -87, zero_count = 4628
prev_position = -87, move = 47, position = -40, zero_count = 4628
prev_position = -40, move = 40, position = 0, zero_count = 4629
prev_position = 0, move = -451, position = -51, zero_count = 4633
prev_position = -51, move = -34, position = -85, zero_count = 4633
prev_position = -85, move = 46, position = -39, zero_count = 4633
prev_position = -39, move = 63, position = 24, zero_count = 4634
prev_position = 24, move = -50, position = -26, zero_count = 4635
prev_position = -26, move = -39, position = -65, zero_count = 4635
prev_position = -65, move = -69, position = -34, zero_count = 4636
prev_position = -34, move = -66, position = 0, zero_count = 4637
prev_position = 0, move = 51, position = 51, zero_count = 4637
prev_position = 51, move = 79, position = 30, zero_count = 4638
prev_position = 30, move = 46, position = 76, zero_count = 4638
prev_position = 76, move = -76, position = 0, zero_count = 4639
prev_position = 0, move = -66, position = -66, zero_count = 4639
prev_position = -66, move = -46, position = -12, zero_count = 4640
prev_position = -12, move = 92, position = 80, zero_count = 4641
prev_position = 80, move = 80, position = 60, zero_count = 4642
prev_position = 60, move = 40, position = 0, zero_count = 4643
prev_position = 0, move = 70, position = 70, zero_count = 4643
prev_position = 70, move = 214, position = 84, zero_count = 4645
prev_position = 84, move = -84, position = 0, zero_count = 4646
prev_position = 0, move = 41, position = 41, zero_count = 4646
prev_position = 41, move = -41, position = 0, zero_count = 4647
prev_position = 0, move = 675, position = 75, zero_count = 4653
prev_position = 75, move = -30, position = 45, zero_count = 4653
prev_position = 45, move = -29, position = 16, zero_count = 4653
prev_position = 16, move = 497, position = 13, zero_count = 4658
prev_position = 13, move = 55, position = 68, zero_count = 4658
prev_position = 68, move = -72, position = -4, zero_count = 4659
prev_position = -4, move = 86, position = 82, zero_count = 4660
prev_position = 82, move = -42, position = 40, zero_count = 4660
prev_position = 40, move = 97, position = 37, zero_count = 4661
prev_position = 37, move = -37, position = 0, zero_count = 4662
prev_position = 0, move = 60, position = 60, zero_count = 4662
prev_position = 60, move = 91, position = 51, zero_count = 4663
prev_position = 51, move = -66, position = -15, zero_count = 4664
prev_position = -15, move = -17, position = -32, zero_count = 4664
prev_position = -32, move = 169, position = 37, zero_count = 4666
prev_position = 37, move = 663, position = 0, zero_count = 4673
prev_position = 0, move = 14, position = 14, zero_count = 4673
prev_position = 14, move = -17, position = -3, zero_count = 4674
prev_position = -3, move = -97, position = 0, zero_count = 4675
prev_position = 0, move = -45, position = -45, zero_count = 4675
prev_position = -45, move = -57, position = -2, zero_count = 4676
prev_position = -2, move = 30, position = 28, zero_count = 4677
prev_position = 28, move = 58, position = 86, zero_count = 4677
prev_position = 86, move = 14, position = 0, zero_count = 4678
prev_position = 0, move = -821, position = -21, zero_count = 4686
prev_position = -21, move = -90, position = -11, zero_count = 4687
prev_position = -11, move = -471, position = -82, zero_count = 4691
prev_position = -82, move = -63, position = -45, zero_count = 4692
prev_position = -45, move = -70, position = -15, zero_count = 4693
prev_position = -15, move = -85, position = 0, zero_count = 4694
prev_position = 0, move = 65, position = 65, zero_count = 4694
prev_position = 65, move = 51, position = 16, zero_count = 4695
prev_position = 16, move = 84, position = 0, zero_count = 4696
prev_position = 0, move = 82, position = 82, zero_count = 4696
prev_position = 82, move = -41, position = 41, zero_count = 4696
prev_position = 41, move = 605, position = 46, zero_count = 4702
prev_position = 46, move = 13, position = 59, zero_count = 4702
prev_position = 59, move = 41, position = 0, zero_count = 4703
prev_position = 0, move = -6, position = -6, zero_count = 4703
prev_position = -6, move = -2, position = -8, zero_count = 4703
prev_position = -8, move = 8, position = 0, zero_count = 4704
prev_position = 0, move = 8, position = 8, zero_count = 4704
prev_position = 8, move = 92, position = 0, zero_count = 4705
prev_position = 0, move = 10, position = 10, zero_count = 4705
prev_position = 10, move = 537, position = 47, zero_count = 4710
prev_position = 47, move = -527, position = -80, zero_count = 4715
prev_position = -80, move = 763, position = 83, zero_count = 4722
prev_position = 83, move = 823, position = 6, zero_count = 4731
prev_position = 6, move = -44, position = -38, zero_count = 4732
prev_position = -38, move = 196, position = 58, zero_count = 4734
prev_position = 58, move = 69, position = 27, zero_count = 4735
prev_position = 27, move = -321, position = -94, zero_count = 4738
prev_position = -94, move = -6, position = 0, zero_count = 4739
